compatibility,compatibility_surface,normalized_command,sblr_route,refusal_policy,source_search_key,compatibility_isolation,downstream_phase,cross_node_distributed_query_marker
apache_ignite,apache_ignite.admin.control_script,cluster.admin.refuse_reference_shell_control,sblr.cluster.control.v3:cluster.admin.refuse_reference_shell_control,exact_pre_provider_refusal_no_provider_call,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.admin.control_script,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/vitess/capability-summary.md#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/vitess/transaction-and-cluster-summary.md#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/vitess/vitess_beta2_full_seed_manifest.yaml#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/vitess/23.0.3/release-notes/README.md#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
vitess,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/.github/actions/tune-os/action.yml#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/.github/pull_request_template.md#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:vttablet_route,cluster.query.route_shard_read,required_new:sblr.cluster.query.v1:cluster.query.route_shard_read,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/.github/workflows/docker_build_images.yml#keyword:vttablet,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
vitess,reference_surface:failover_control,cluster.node.admit_member,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/changelog/12.0/12.0.0/release_notes.md#keyword:failover,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/changelog/12.0/12.0.0/release_notes.md#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
vitess,reference_surface:leader_election,cluster.node.set_role,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/vitess/23.0.3/source/changelog/17.0/17.0.3/changelog.md#keyword:leader,own_compatibility_surface_only,FPR-P2,not_cluster_query
xtdb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/xtdb/capability-summary.md#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
xtdb,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/xtdb/xtdb_beta2_full_seed_manifest.yaml#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
xtdb,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/xtdb/xtdb_beta2_full_seed_manifest.yaml#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
xtdb,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/.github/workflows/build.yml#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
xtdb,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/aws/helm/templates/statefulset.yaml#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
xtdb,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/cloudformation/xtdb_ecs.yml#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
xtdb,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/docker/docker-compose/docker-compose.yaml#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
xtdb,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/docs/src/content/docs/about/dbs-in-xtdb.md#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
xtdb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/docs/src/content/docs/concepts/key-concepts.md#keyword:shard,own_compatibility_surface_only,FPR-P2,not_cluster_query
xtdb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/xtdb/2.1.0/source/docs/src/content/docs/intro/installation-via-docker.md#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
xtdb,reference_surface:changefeed_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/specifications/chapters/compatibilitys/xtdb/appendix-compatibility-xtdb-exact-extraction-slice-3-catalog-datatype-index-storage-migration-and-optimizer-profile.md#keyword:changefeed,own_compatibility_surface_only,FPR-P2,not_cluster_query
yugabytedb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/yugabytedb/capability-summary.md#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
yugabytedb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/yugabytedb/capability-summary.md#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
yugabytedb,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/yugabytedb/capability-summary.md#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
yugabytedb,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/yugabytedb/capability-summary.md#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
yugabytedb,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/yugabytedb/capability-summary.md#keyword:tablet,own_compatibility_surface_only,FPR-P2,not_cluster_query
yugabytedb,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/yugabytedb/capability-summary.md#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
yugabytedb,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/yugabytedb/index-and-optimizer-summary.md#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
